,gid,Y,총인구,유소년인구,승용차_14시_19시,혼잡빈도강도합,혼잡시간강도합,학원,체육시설,횡단보도,아파트,삼거리,사거리,평균유동인구,신호등,횡단보도길이,주정차단속
621,다사596106,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
622,다사596107,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
623,다사596108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,다사597037,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0
625,다사597038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,다사597039,0,0,0,12350.73,130.65,210.51,0,0,0,0,0,0,2,0,0,0
627,다사597040,0,0,0,12350.73,130.65,210.51,0,0,1,0,0,0,0,0,0.131200623,0
628,다사597046,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
629,다사597047,1,21,0,6287.12,556.86,592.41,0,1,0,0,0,0,7,0,0,0
630,다사597048,1,234,19,10407.14,893.18,958.19,9,0,2,1,0,0,12,3,0.706607193,2
631,다사597049,1,347,32,335.76,160.08,193.05,0,0,0,1,0,0,3,0,0,0
632,다사597053,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
633,다사597054,1,974,192,2546.1,622.72,732.99,0,0,0,4,0,0,8,0,0,0
634,다사597055,1,7,0,2546.1,622.72,732.99,0,0,0,0,0,0,0,0,0,7
635,다사597079,1,0,0,12286.86,25.88,90.01,0,0,0,0,0,1,9,0,0,0
636,다사597080,1,369,84,12741.37,102.94,186.79,0,0,0,2,0,1,25,0,0,0
637,다사597081,1,273,49,454.51,77.06,96.78,0,0,0,2,0,0,12,0,0,0
638,다사597082,1,334,52,0,0,0,0,0,0,2,0,0,1,0,0,0
639,다사597083,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
640,다사597084,1,0,0,932.51,152.76,187.06,0,0,0,0,0,0,2,0,0,0
641,다사597085,1,119,19,932.51,152.76,187.06,0,0,1,1,0,0,1,0,0.17695792,2
642,다사597086,1,456,67,932.51,152.76,187.06,3,0,0,2,0,0,8,0,0,0
643,다사597087,1,340,56,21067.3,782.97,995.3,0,0,1,3,0,1,5,0,0.297619394,60
644,다사597088,1,0,0,25608.58,782.97,995.3,0,0,5,0,0,1,14,8,2.236627667,43
645,다사597089,1,741,118,19658.23,622.47,804.99,0,0,0,3,0,1,9,0,0,0
646,다사597090,1,473,95,0,0,0,1,1,0,3,0,0,14,0,0,0
647,다사597097,1,229,9,46630.22,0,0,0,0,0,0,1,0,0,0,0,0
648,다사597098,1,257,8,35848.39,156.28,199.53,0,0,0,0,1,0,2,0,0,0
649,다사597100,1,0,0,34711.75,406.55,572.23,0,0,0,0,0,1,11,0,0,0
650,다사597101,1,0,0,98884.98,857.37,1360.02,0,0,3,0,0,1,21,4,1.604523561,0
651,다사597102,1,0,0,109953.13,931.54,1488.51,0,0,3,0,0,0,28,3,1.657795863,0
652,다사597103,1,0,0,45595.56,534.16,699.57,0,0,1,0,0,0,19,0,0.383070186,0
653,다사597104,1,0,0,27580.14,276.76,347.42,0,0,1,0,0,0,9,0,0.437229652,0
654,다사597105,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
655,다사598038,0,0,0,1064.07,429.39,518.04,0,0,0,0,0,0,3,0,0,0
656,다사598039,0,9,0,7780.14,638.38,795.6,0,0,0,0,0,0,3,0,0,0
657,다사598040,0,0,0,7531.08,405.08,549.72,0,0,2,0,0,0,1,0,0.206079195,0
658,다사598046,1,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0
659,다사598047,1,8,0,0,0,0,0,0,0,0,0,0,10,0,0,0
660,다사598048,1,0,0,17594.06,1412.31,1577.7,0,0,3,0,0,0,42,3,0.93268665,2
661,다사598049,1,440,54,14855.3,1108.81,1192.35,0,0,1,2,0,0,2,2,0.139767428,0
662,다사598050,1,0,0,5640.94,397.34,398.89,0,0,0,0,0,0,0,0,0,0
663,다사598051,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,다사598052,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,다사598053,1,320,66,0,0,0,0,1,0,2,0,0,4,0,0,0
666,다사598054,1,408,86,800.41,88.22,145.36,0,0,0,2,0,0,4,0,0,0
667,다사598055,1,0,0,1552.72,267.22,342.14,0,0,0,0,0,0,0,0,0,3
668,다사598064,1,0,0,10324.73,136.29,154.29,0,0,0,0,0,0,3,0,0,0
669,다사598066,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,다사598079,1,0,0,6146.63,0.72,5.13,0,0,0,0,0,0,2,0,0,0
671,다사598080,0,20,0,7475.86,518.04,579.85,0,0,0,0,0,0,3,0,0,0
672,다사598081,1,76,8,1402.14,517.32,574.72,0,0,0,0,0,0,1,0,0,0
673,다사598083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,다사598084,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
675,다사598085,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
676,다사598086,1,425,72,3880.52,0,0,0,0,0,2,0,0,3,0,0,0
677,다사598087,1,0,0,3880.52,0,0,0,0,0,0,0,1,4,0,0,11
678,다사598088,1,742,169,13526,578.12,694.72,0,0,0,3,0,1,4,0,0,0
679,다사598089,1,110,0,8009.54,479.72,555.65,0,2,4,1,0,1,8,5,1.353563239,61
680,다사598090,1,159,23,2893.44,194.31,199.33,0,0,0,1,0,0,0,0,0,0
681,다사598094,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
682,다사598095,1,0,0,30001.87,170.58,179.9,0,0,0,0,0,0,3,0,0,0
683,다사598096,1,0,0,61751.05,170.58,179.9,0,0,0,0,1,0,5,0,0,0
684,다사598097,1,0,0,98796.85,156.28,199.53,0,0,4,0,1,0,1,0,1.158308616,0
685,다사598098,0,14,0,67971.55,156.28,199.53,0,0,0,0,1,0,0,0,0,0
686,다사598099,0,28,0,22479.56,452.47,564.4,0,0,1,0,0,0,0,0,0.170094814,0
687,다사598100,1,31,0,27005.57,558.59,723.94,0,0,1,0,0,1,1,0,0.16104223,0
688,다사598101,1,25,0,98267.2,1007.26,1547.86,0,0,1,0,0,1,18,0,0.23380047,0
689,다사598102,1,0,0,101259.48,1013.89,1546.13,0,0,1,0,0,0,10,1,0.177680189,0
690,다사598103,1,0,0,526.79,94.57,99.53,0,0,0,0,0,0,27,0,0,0
691,다사598104,1,0,0,526.79,94.57,99.53,0,0,0,0,0,0,3,0,0,0
692,다사599038,1,55,0,262.84,94.68,150.9,0,0,0,1,0,0,9,0,0,0
693,다사599039,0,244,12,8034.29,654.22,837.97,0,0,0,5,0,0,5,0,0,0
694,다사599040,0,0,0,13586.18,495.18,653.4,0,0,3,0,0,0,1,0,0.328135192,0
695,다사599046,1,0,0,576.37,80.22,126.7,17,0,0,0,0,0,1,0,0,0
696,다사599047,1,166,12,1657.74,427.9,503.39,0,0,0,1,0,0,4,0,0,0
697,다사599048,1,726,119,10423.53,1145.76,1483.81,7,1,1,3,0,0,13,7,0.321769184,1
698,다사599049,1,449,93,12348.72,1076.64,1301.58,4,1,0,4,0,0,7,0,0,0
699,다사599050,1,0,0,9570.51,700.61,740.87,0,0,0,0,0,0,5,0,0,7
700,다사599051,1,0,0,6799.97,502.61,541.74,0,0,0,0,0,0,3,0,0,0
701,다사599052,1,379,63,1083.09,104.05,142.26,0,0,0,2,0,0,2,0,0,0
702,다사599053,1,331,44,1083.09,104.05,142.26,9,2,0,2,0,0,8,0,0,9
703,다사599054,1,391,76,1883.5,192.27,287.62,0,0,0,2,0,0,1,0,0,6
704,다사599080,0,56,8,9819.43,1630.18,1746.96,0,0,0,0,0,0,1,0,0,0
705,다사599081,1,75,16,4683.73,2151.01,2308.44,0,0,0,0,0,0,1,0,0,0
706,다사599082,1,34,0,2090.29,1298.26,1367.87,0,0,0,0,0,0,0,0,0,0
707,다사599083,1,0,0,438.78,183.34,196.08,0,0,0,0,0,0,2,0,0,0
708,다사599084,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
709,다사599085,1,0,0,14246.38,0,0,0,0,0,0,0,0,5,0,0,0
710,다사599086,1,0,0,14599.97,0,0,0,0,0,0,0,0,1,0,0,0
711,다사599087,1,455,93,4234.11,0,0,0,0,0,3,0,0,12,0,0,0
712,다사599088,1,582,133,719.23,190.82,199.21,4,0,0,3,0,0,17,0,0,0
713,다사599089,1,105,16,7259.13,190.82,199.21,0,0,0,1,0,0,4,0,0,7
714,다사599090,1,338,56,6539.9,0,0,0,0,0,2,0,0,5,0,0,2
715,다사599094,1,0,0,15067.8,170.58,179.9,0,0,0,0,0,0,2,0,0,0
716,다사599095,1,0,0,15067.8,170.58,179.9,0,0,1,0,0,0,12,2,0.61550802,0
717,다사599096,1,0,0,46691.13,170.58,179.9,0,0,0,0,1,0,0,0,0,0
718,다사599097,1,11,0,5305.06,700.99,816.83,0,0,1,0,1,0,0,0,0.216461716,0
719,다사599098,0,97,12,5806.73,886.84,1041.25,0,0,0,0,0,0,0,0,0,0
720,다사599099,0,21,6,3380.28,470.04,600.34,0,0,0,0,0,0,0,0,0,0
721,다사599101,0,0,0,27898.99,630.36,924.68,0,0,1,0,0,0,0,0,0.227098679,0
722,다사599102,1,0,0,26750.51,514.67,769.72,0,0,0,0,0,0,0,0,0,0
723,다사599103,1,7,0,520.18,134.32,183.18,0,0,0,0,0,0,0,0,0,0
724,다사599107,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,다사599108,0,0,0,861.49,26.53,62.69,0,0,0,0,0,0,2,0,0,0
726,다사600038,1,6,0,262.84,94.68,150.9,0,0,0,0,0,0,0,0,0,0
727,다사600040,1,0,0,12566.64,157.61,233.27,0,0,0,0,0,0,0,0,0,0
728,다사600046,1,0,0,576.37,80.22,126.7,0,0,0,0,0,0,1,0,0,1
729,다사600047,1,146,12,1080.68,265.87,324.07,0,0,0,1,0,0,3,2,0,0
730,다사600048,1,142,20,5342.45,663.96,870.66,0,0,3,2,0,0,18,4,1.229822736,140
731,다사600049,1,946,127,3531.77,533.73,684.15,0,0,0,5,0,0,6,0,0,0
732,다사600050,1,0,0,6799.97,502.61,541.74,0,0,1,0,0,0,5,2,0.232852829,0
733,다사600051,1,0,0,3929.57,303.27,341.98,0,0,0,0,0,0,1,1,0,0
734,다사600052,1,61,7,1083.09,104.05,142.26,0,0,0,1,0,0,3,0,0,0
735,다사600053,1,307,22,1570.24,228.76,321.26,5,0,1,6,0,0,2,0,0.209010408,0
736,다사600054,1,184,17,1570.24,228.76,321.26,0,0,0,4,0,0,0,0,0,0
737,다사600064,1,0,0,10324.73,136.29,154.29,0,0,0,0,0,0,0,0,0,0
738,다사600079,1,0,0,13810.52,753.49,847.27,0,0,0,0,0,0,7,0,0,0
739,다사600080,1,57,11,16972.66,1997.62,2187.77,0,0,1,0,0,0,2,0,0.322639282,0
740,다사600081,1,73,15,7908.87,3409.68,3652.72,0,0,0,0,0,0,0,0,0,0
741,다사600082,1,150,40,3972.16,1872.45,2013.7,0,0,0,0,0,0,0,0,0,0
742,다사600083,1,0,0,797.6,332.36,380.18,0,0,0,0,1,0,1,0,0,0
743,다사600084,1,0,0,20286.31,191.36,325.88,0,0,1,0,1,0,5,2,0.557530095,0
744,다사600085,1,10,0,23323.33,1174.63,1321.96,19,1,0,0,1,0,12,0,0,88
745,다사600086,1,164,30,18402.26,734.51,781.1,18,0,3,1,0,0,3,0,0.712298803,194
746,다사600087,1,228,60,1314.05,151.06,183.55,0,0,0,1,0,0,0,0,0,0
747,다사600088,1,233,46,0,0,0,0,0,0,1,0,0,3,0,0,0
748,다사600089,1,0,0,4056.2,282.82,343.52,0,0,0,0,0,0,2,0,0,0
749,다사600090,1,411,79,4452.63,456.05,540.24,0,0,2,2,0,0,9,5,0.713398143,0
750,다사600091,1,419,109,1987.4,564.34,703.08,1,1,0,2,0,0,16,0,0,0
751,다사600094,1,0,0,15067.8,170.58,179.9,0,0,0,0,0,0,3,0,0,0
752,다사600096,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
753,다사600098,0,64,8,2696.86,507.15,622.08,0,0,0,0,0,0,0,0,0,0
754,다사600100,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
755,다사600103,0,0,0,3545.09,404.56,534.08,0,0,0,0,0,0,0,0,0,0
756,다사600104,0,11,0,949.09,122.91,181.98,0,0,0,0,0,0,0,0,0,0
757,다사600107,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,다사600108,0,0,0,861.49,26.53,62.69,0,0,0,0,0,0,3,0,0,0
759,다사601038,1,0,0,262.84,94.68,150.9,0,0,0,0,0,0,0,0,0,0
760,다사601047,1,473,83,2995.01,389.56,553.22,0,0,0,3,0,0,4,0,0,0
761,다사601048,1,366,52,1120.86,49.29,119.38,0,0,0,2,0,0,3,4,0,0
762,다사601049,1,242,32,1120.86,49.29,119.38,0,0,0,1,0,0,1,0,0,0
763,다사601052,1,76,8,0,0,0,0,0,0,3,0,0,1,0,0,0
764,다사601053,1,343,24,487.15,124.71,179,0,0,1,6,0,0,0,0,0.207419865,0
765,다사601064,1,0,0,10324.73,136.29,154.29,0,0,0,0,0,0,1,0,0,0
766,다사601079,1,0,0,12337.18,246.6,360.42,0,0,0,0,0,1,8,0,0,0
767,다사601080,1,43,7,16918.66,1782.49,2053.53,0,0,0,0,1,1,4,0,0,0
768,다사601081,1,73,15,5411.83,2066.23,2269.49,0,0,0,1,1,0,2,0,0,0
769,다사601082,1,55,13,11632.17,1618.1,1791.16,0,0,0,0,1,0,0,0,0,0
770,다사601083,1,0,0,12414.94,183.34,196.08,0,0,0,0,1,0,0,0,0,0
771,다사601084,1,0,0,26116.61,763.11,922.37,0,0,5,0,1,0,10,6,2.74645447,124
772,다사601085,1,16,0,28439.97,1712.61,2000.45,65,2,4,0,1,0,1,0,0.778377476,29
773,다사601086,1,190,49,7786.45,1292.84,1371.08,0,0,0,1,0,0,1,0,0,256
774,다사601087,1,357,84,960.46,151.06,183.55,0,0,0,1,0,0,2,0,0,0
775,다사601088,1,357,78,321.33,100,100,2,0,0,2,0,0,0,0,0,0
776,다사601089,1,0,0,4556.36,446.52,636.23,0,0,2,0,0,0,2,6,0.553910236,0
777,다사601090,1,423,53,4959.21,644.6,835.89,0,0,0,2,0,0,7,0,0,0
778,다사601091,1,167,27,1644.37,366.26,503.42,0,0,0,1,0,0,0,0,0,0
779,다사601103,1,22,0,1429.68,102.72,158.8,0,0,0,0,0,0,1,0,0,0
780,다사601104,1,30,0,949.09,122.91,181.98,0,0,0,0,0,0,0,0,0,0
781,다사601105,0,0,0,949.09,122.91,181.98,0,0,0,0,0,0,0,0,0,0
782,다사601106,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,다사601107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,다사601108,0,0,0,1084.3,201.23,260.58,0,0,0,0,0,0,0,0,0,0
785,다사601109,0,8,0,3467.73,201.23,260.58,0,0,0,0,0,0,3,0,0,5
786,다사602045,0,21,0,3234.01,227.48,374.52,0,0,0,0,0,0,8,0,0,3
787,다사602046,1,238,45,4963.91,382.72,651.75,0,0,0,1,0,0,39,2,0,9
788,다사602047,1,488,98,1847.98,390.94,503.25,0,0,3,2,0,0,5,10,0.633503581,26
789,다사602048,1,212,31,5126.98,288.78,565.29,0,0,3,1,0,0,5,5,1.258121198,6
790,다사602051,1,0,0,10660.71,1001.09,1114.59,0,0,0,0,0,0,1,3,0,0
791,다사602052,1,0,0,11330.5,1221.19,1379.35,0,0,0,0,0,0,7,0,0,0
792,다사602053,1,110,0,1859.74,439.86,544.19,1,0,2,3,0,0,2,0,0.492361683,0
793,다사602061,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
794,다사602062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,다사602063,0,0,0,23231.72,467.46,582.54,0,0,0,0,0,0,2,0,0,0
796,다사602064,1,0,0,29726.34,577.52,783.59,0,0,3,0,0,0,5,1,0.891386794,0
797,다사602065,1,0,0,20047.94,348.68,511.62,0,0,0,0,0,0,0,0,0,0
798,다사602066,1,0,0,3254.61,55.59,101.19,0,0,0,0,0,0,0,0,0,0
799,다사602067,1,0,0,3609.45,217.05,294.31,0,0,0,0,0,0,0,0,0,0
800,다사602068,1,0,0,10499.23,410.44,583.21,0,0,0,0,0,0,1,0,0,0
801,다사602069,1,0,0,10144.39,248.98,390.09,0,0,1,0,0,0,0,5,0.321207624,91
802,다사602071,0,0,0,5039.45,595.67,698.6,0,0,0,0,0,0,0,0,0,0
803,다사602072,0,0,0,11854.55,369.19,492.5,0,0,0,0,0,0,0,0,0,0
804,다사602073,0,0,0,11338.46,188.78,294.23,0,0,0,0,0,0,1,0,0,144
805,다사602078,1,0,0,5053.86,69.62,91.42,0,0,0,0,0,0,4,0,0,0
806,다사602079,1,0,0,37115.89,231.65,601.9,0,0,3,0,0,1,6,2,1.565772968,0
807,다사602080,1,0,0,45826.09,445.81,953.28,0,0,1,0,1,1,10,4,0.573034813,0
808,다사602081,1,0,0,13629.31,596.4,852.74,0,0,5,0,1,0,8,8,2.474588756,0
809,다사602082,1,0,0,13339.55,591.25,746.99,0,0,3,0,1,0,9,6,1.386134341,0
810,다사602083,1,388,86,8211.41,210.94,268.02,0,0,0,2,0,0,2,0,0,0
811,다사602084,1,171,31,9853.01,347.46,480.34,0,0,0,1,0,0,2,0,0,0
812,다사602085,1,0,0,13941.79,1079.87,1260.67,0,0,5,0,0,0,3,7,2.113728604,12
813,다사602086,1,489,95,12970.11,885.64,1061.4,1,0,0,4,0,0,9,0,0,0
814,다사602087,1,268,52,8144.06,293.02,369.24,1,0,0,2,0,0,2,0,0,0
815,다사602088,1,315,77,10339.89,533.41,609.96,0,0,3,1,0,0,4,5,0.825770474,0
816,다사602089,1,0,0,9638.8,546.52,736.23,0,0,0,0,0,0,1,0,0,0
817,다사602090,1,178,44,1040.82,311.47,380.54,0,0,1,1,0,0,0,0,0.226956227,0
818,다사602091,1,6,0,30670.04,459.98,542.87,0,0,0,0,1,0,6,0,0,0
819,다사602092,1,0,0,30054.73,335.01,361.1,0,0,0,0,1,0,1,0,0,0
820,다사602102,1,0,0,32962.49,716.8,1057.04,0,0,0,0,0,0,0,0,0,0
821,다사602104,1,23,0,949.09,122.91,181.98,0,0,0,0,0,0,2,0,0,0
822,다사602105,0,37,0,949.09,122.91,181.98,0,0,0,0,0,0,0,0,0,0
823,다사602106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,다사602107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,다사602108,0,0,0,1906.43,174.7,197.89,0,0,0,0,0,0,5,0,0,0
826,다사602109,0,6,0,3977.02,201.23,260.58,0,0,2,0,0,0,5,0,0.419299188,2
827,다사603040,1,0,0,35625.7,1058.25,1178.95,0,0,0,0,0,0,0,0,0,0
828,다사603045,0,57,0,11214.44,278.22,397.94,0,0,4,0,0,0,10,7,0.697716846,7
829,다사603046,1,131,13,2822.16,260.21,423.44,0,0,8,0,0,0,7,8,1.375358568,16
830,다사603047,1,64,0,1571.09,204.11,305.04,0,0,6,0,0,0,1,6,0.983330994,8
831,다사603051,1,0,0,7814.23,801.87,914.87,0,0,0,0,0,0,2,0,0,0
832,다사603062,0,0,0,19640.97,304.58,401.29,0,0,0,0,1,0,1,0,0,0
833,다사603063,0,101,0,21095.43,395.43,495.94,0,0,0,0,0,0,21,1,0,9
834,다사603064,1,286,7,31658.01,1263.03,1571.22,0,0,1,0,0,0,29,2,0.149369177,903
835,다사603065,1,278,7,15791.23,1104.78,1449.77,0,0,2,0,0,0,6,0,0.333921458,41
836,다사603066,1,312,6,11503.34,1443,1778.52,0,0,3,0,0,0,12,0,0.52361867,1570
837,다사603067,1,213,0,14069.29,1531.08,1939.73,0,0,2,0,0,0,6,0,0.331817402,0
838,다사603068,1,707,84,19724.82,1093.53,1464.68,0,0,2,1,0,0,31,0,0.351876264,0
839,다사603069,1,197,8,27560.21,1786.98,2331.05,0,0,3,0,0,0,9,2,0.663098501,0
840,다사603070,1,396,0,10146.64,1377.68,1598.39,0,0,0,2,0,0,6,0,0,0
841,다사603071,1,201,6,12235.72,1225.11,1485.92,0,1,5,0,0,0,8,0,0.8486693,766
842,다사603072,0,341,9,17973.96,893.92,1131.1,0,0,2,1,0,0,15,0,0.329088744,0
843,다사603073,0,24,0,17973.96,893.92,1131.1,0,0,0,0,0,0,0,0,0,4
844,다사603079,1,0,0,12075.57,41.37,124.97,0,0,0,0,0,1,1,0,0,0
845,다사603080,1,0,0,12075.57,41.37,124.97,0,0,0,0,1,1,3,0,0,0
846,다사603081,1,239,44,0,0,0,0,0,0,2,1,0,5,0,0,0
847,다사603082,1,656,146,191.85,193.75,199.53,5,1,0,4,0,0,1,0,0,0
848,다사603085,1,0,0,4071.97,43.88,105.12,0,0,0,0,0,1,0,0,0,0
849,다사603086,1,188,40,19690.24,306.84,465.77,0,0,3,1,0,1,11,5,1.375905534,0
850,다사603087,1,56,13,19481.05,503.44,665.13,0,0,3,1,0,1,5,6,0.725323375,1
851,다사603088,1,19,0,11124.28,479.52,568.01,0,0,0,0,0,0,1,0,0,0
852,다사603091,1,6,0,45090.53,601.17,701.21,0,0,3,0,1,0,17,0,0.507433598,0
853,다사603092,1,0,0,29994.91,335.01,361.1,0,0,0,0,1,0,0,0,0,0
854,다사603094,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,다사603103,1,13,0,7311.53,430.79,608.89,0,0,0,0,0,0,1,0,0,0
856,다사603104,1,46,11,949.09,122.91,181.98,0,0,0,0,0,0,1,0,0,0
857,다사603109,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
858,다사604039,1,0,0,36167.08,1019.24,1193.05,0,0,0,0,0,0,0,0,0,0
859,다사604040,1,0,0,44997.34,1170.73,1307.26,0,0,0,0,0,0,0,0,0,0
860,다사604046,0,0,0,4965.23,112.92,133.09,0,0,2,0,0,0,1,2,0.333648238,7
861,다사604047,1,9,0,9996.84,280.53,345.21,0,0,0,0,0,1,1,0,0,12
862,다사604048,1,0,0,34092.08,1253.97,1633.22,0,0,1,0,0,1,1,3,0.116101363,5
863,다사604049,1,0,0,32662.19,1182.25,1532.33,0,0,1,0,0,0,0,2,0.390732528,0
864,다사604051,1,0,0,5329.93,181.01,192.05,0,0,0,0,0,0,10,0,0,0
865,다사604052,1,0,0,21428.17,1155.78,1185.17,0,0,0,0,0,0,9,0,0,0
866,다사604053,1,0,0,30165.64,1541.83,1579.36,0,0,0,0,0,0,7,0,0,0
867,다사604054,1,0,0,19500.98,1163.65,1187.77,0,0,0,0,0,0,1,0,0,0
868,다사604061,0,0,0,31348.56,536.11,657.62,0,0,1,0,1,0,2,2,0.179997239,0
869,다사604062,0,116,0,21737.58,407.36,505.51,0,0,2,0,1,0,16,4,0.974816653,0
870,다사604063,1,261,0,9779.07,143.85,165.63,0,0,0,0,0,0,4,0,0,0
871,다사604064,1,189,6,6068.02,892.39,1092.44,0,0,1,0,0,0,32,1,0.224401093,1
872,다사604065,1,142,7,6068.02,892.39,1092.44,0,0,3,0,0,0,22,7,0.916029484,299
873,다사604066,1,71,0,10078.39,1176.76,1455.34,0,0,3,1,0,0,51,4,0.787414611,22
874,다사604067,1,175,17,10078.39,1176.76,1455.34,0,0,2,0,0,0,16,4,0.563932277,48
875,다사604068,1,135,10,19427.54,1181.83,1580.91,0,0,1,0,0,0,12,0,0.205041374,16
876,다사604069,1,364,45,22487.65,1397.82,1890.3,0,0,5,1,0,0,4,7,1.461780718,22
877,다사604070,1,318,63,9880.48,736.71,942.18,0,0,0,1,0,0,9,0,0,3
878,다사604071,1,557,75,7712.18,816.39,983.59,0,0,3,2,0,0,6,3,0.962667527,14
879,다사604072,1,241,25,9167.53,754.48,930.6,0,0,1,1,0,0,7,0,0.211174872,33
880,다사604073,0,235,28,8158.46,387.17,534.39,0,0,1,1,0,0,1,0,0.36755365,3
881,다사604080,1,250,46,6030.48,9.87,27.43,0,0,0,1,0,0,5,0,0,0
882,다사604081,1,407,70,0,0,0,0,0,0,2,0,0,2,0,0,0
883,다사604082,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
884,다사604083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,다사604084,1,0,0,1837.63,574.34,596.37,0,0,0,0,0,0,0,0,0,0
886,다사604085,1,26,0,6343.89,904.34,972.72,0,0,1,0,0,1,2,2,0.299420186,0
887,다사604086,1,35,0,22428.81,661.6,849.87,0,0,3,0,0,1,5,6,1.319570828,4
888,다사604087,1,249,16,19690.24,306.84,465.77,1,0,0,0,0,1,0,0,0,1
889,다사604088,1,96,14,0,0,0,1,0,0,0,0,0,0,0,0,0
890,다사604090,1,0,0,15459.68,440.96,580.52,0,0,1,0,0,0,0,0,0.149129922,0
891,다사604091,1,0,0,30255.84,604.22,756.74,0,0,4,0,0,0,0,0,1.081157882,0
892,다사604092,1,0,0,268.37,82.44,128.35,0,0,0,0,0,0,0,0,0,0
893,다사604104,1,0,0,5833.56,285.51,426.32,0,0,0,0,0,0,5,0,0,0
894,다사604107,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895,다사604108,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,다사605039,1,0,0,30313.6,445.4,598.69,0,0,0,0,0,0,10,0,0,0
897,다사605040,1,0,0,30313.6,445.4,598.69,0,0,0,0,0,0,3,0,0,0
898,다사605044,0,0,0,348.35,201.66,288.11,0,0,0,0,0,0,0,0,0,0
899,다사605051,1,0,0,5329.93,181.01,192.05,0,0,0,0,0,0,1,0,0,0
900,다사605060,0,0,0,9610.98,128.75,152.11,0,0,0,0,0,0,0,0,0,0
901,다사605061,0,0,0,31348.56,536.11,657.62,0,0,0,0,1,0,2,0,0,0
902,다사605062,0,61,0,31348.56,536.11,657.62,0,0,1,0,1,0,6,1,0.372087782,144
903,다사605063,1,210,9,2360.43,106.8,156.74,0,0,3,0,0,0,8,0,0.968990332,0
904,다사605064,1,193,0,7474.93,426.85,615.47,0,0,1,0,0,0,13,0,0.350593948,1
905,다사605065,1,156,8,1764.01,106.53,159.08,0,0,1,0,0,0,11,0,0.220444638,285
906,다사605066,1,203,8,1573.29,116.57,175.53,0,0,1,0,0,0,35,0,0.244332462,17
907,다사605067,1,320,17,1573.29,116.57,175.53,0,0,0,0,0,0,7,0,0,1
908,다사605068,1,301,19,8285.75,326.7,503.61,0,0,0,0,0,0,23,0,0,0
909,다사605069,1,234,36,9763.08,640.78,881.57,8,0,4,0,0,0,6,7,1.209845677,15
910,다사605070,1,226,25,2614.66,461.94,560.2,6,1,1,5,0,0,5,0,0.33992977,11
911,다사605071,1,751,126,2614.66,461.94,560.2,0,0,0,2,0,0,8,0,0,0
912,다사605072,1,661,119,0,0,0,7,0,0,3,0,0,5,0,0,0
913,다사605073,0,381,63,0,0,0,0,0,0,2,0,0,0,0,0,0
914,다사605080,1,0,0,6030.48,9.87,27.43,0,0,0,0,0,0,1,0,0,0
915,다사605081,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,다사605082,1,356,61,0,0,0,0,0,0,1,0,0,17,0,0,0
917,다사605083,1,622,109,415.69,0,0,0,0,0,4,0,0,7,0,0,0
918,다사605084,1,65,14,3301.76,771.93,795.79,0,0,0,0,0,0,2,0,0,4
919,다사605085,1,202,27,10662.39,1752.66,1911.43,0,0,4,0,0,0,4,2,0.975944202,23
920,다사605086,1,202,23,14082.35,1535.16,1708.4,0,0,2,0,0,0,2,3,0.347939559,12
921,다사605087,1,20,0,12930.19,825.68,943.42,0,0,0,0,0,0,0,0,0,2
